contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,gex,timestamp,current_price,expiration
SPY241112C00690000,2024-11-07 15:40:06+00:00,690.0,0.01,0.0,0.01,0.0,0.0,,99,0.85937640625,False,REGULAR,USD,call,1.0937764158349137,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00695000,2024-11-12 14:51:32+00:00,695.0,0.01,0.0,0.01,0.0,0.0,10.0,99,0.9062509375,False,REGULAR,USD,call,1.1858543238089396,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00700000,2024-11-11 15:36:43+00:00,700.0,0.01,0.0,0.01,0.0,0.0,10.0,124,0.937500625,False,REGULAR,USD,call,1.2408686492795566,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00330000,2024-11-07 17:41:33+00:00,330.0,0.01,0.0,0.01,0.0,0.0,1.0,2,3.250001875,False,REGULAR,USD,put,-0.0018856502472533,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00345000,2024-11-05 19:18:03+00:00,345.0,0.01,0.0,0.01,0.0,0.0,,840,3.0000025,False,REGULAR,USD,put,-0.5674090157266961,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00350000,2024-11-05 18:32:26+00:00,350.0,0.01,0.0,0.01,0.0,0.0,,110,2.93750265625,False,REGULAR,USD,put,-0.0816657806626247,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00355000,2024-11-05 16:13:44+00:00,355.0,0.01,0.0,0.01,0.0,0.0,170.0,171,2.8750028125,False,REGULAR,USD,put,-0.2777286968923335,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00360000,2024-11-05 15:55:50+00:00,360.0,0.01,0.0,0.01,0.0,0.0,,11,2.81250296875,False,REGULAR,USD,put,-0.00981055935869,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00365000,2024-11-05 15:46:56+00:00,365.0,0.01,0.0,0.01,0.0,0.0,,65,2.750003125,False,REGULAR,USD,put,-0.0633709543803049,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00375000,2024-11-04 20:35:40+00:00,375.0,0.03,0.0,0.01,0.0,0.0,,83,2.6250034375,False,REGULAR,USD,put,-0.0962102767650425,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00380000,2024-11-05 18:35:26+00:00,380.0,0.02,0.0,0.01,0.0,0.0,,321,2.50000375,False,REGULAR,USD,put,-0.3101731000938883,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00385000,2024-11-05 18:44:18+00:00,385.0,0.02,0.0,0.01,0.0,0.0,11.0,10,2.43750390625,False,REGULAR,USD,put,-0.0219440980060186,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00390000,2024-11-08 18:20:38+00:00,390.0,0.01,0.0,0.01,0.0,0.0,8.0,11,2.3750040624999995,False,REGULAR,USD,put,-0.0214310016293727,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00395000,2024-11-04 19:29:03+00:00,395.0,0.03,0.0,0.01,0.0,0.0,,5,2.31250421875,False,REGULAR,USD,put,-0.0060763285257836,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00400000,2024-11-05 18:32:12+00:00,400.0,0.03,0.0,0.01,0.0,0.0,254.0,261,2.250004375,False,REGULAR,USD,put,-0.6730536920320884,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00405000,2024-11-05 16:27:00+00:00,405.0,0.04,0.0,0.01,0.0,0.0,1.0,15,2.18750453125,False,REGULAR,USD,put,-0.022444768073878,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00410000,2024-11-05 14:34:19+00:00,410.0,0.03,0.0,0.01,0.0,0.0,,350,2.1250046875,False,REGULAR,USD,put,-0.5259989935074386,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00420000,2024-11-06 14:30:11+00:00,420.0,0.02,0.0,0.01,0.0,0.0,1.0,305,1.96875015625,False,REGULAR,USD,put,-0.4436282230223557,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00425000,2024-11-06 20:50:43+00:00,425.0,0.01,0.0,0.01,0.0,0.0,2.0,143,1.9375003125,False,REGULAR,USD,put,-0.2647533788111193,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00430000,2024-10-31 18:26:57+00:00,430.0,0.15,0.0,0.01,0.0,0.0,,5,1.875000625,False,REGULAR,USD,put,-0.0097004981233727,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00435000,2024-11-07 20:26:00+00:00,435.0,0.01,0.0,0.01,0.0,0.0,9.0,241,1.8125009375,False,REGULAR,USD,put,-0.5141853407220692,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00440000,2024-11-07 19:48:45+00:00,440.0,0.01,0.0,0.01,0.0,0.0,9.0,507,1.75000125,False,REGULAR,USD,put,-1.1223495742445873,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00445000,2024-11-07 19:41:07+00:00,445.0,0.01,0.0,0.01,0.0,0.0,4.0,654,1.6875015625,False,REGULAR,USD,put,-1.5096281650883605,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00450000,2024-11-07 19:49:21+00:00,450.0,0.01,0.0,0.01,0.0,0.0,9.0,250,1.625001875,False,REGULAR,USD,put,-0.6250043698000709,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00455000,2024-11-08 16:58:51+00:00,455.0,0.01,0.0,0.01,0.0,0.0,2.0,350,1.5625021874999998,False,REGULAR,USD,put,-0.89068577770841,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00460000,2024-11-07 21:01:54+00:00,460.0,0.01,0.0,0.01,0.0,0.0,162.0,306,1.5000025,False,REGULAR,USD,put,-1.237502049787186,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00465000,2024-11-06 20:50:51+00:00,465.0,0.02,0.0,0.01,0.0,0.0,329.0,316,1.4375028125,False,REGULAR,USD,put,-1.775523071972274,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00470000,2024-11-07 15:41:07+00:00,470.0,0.02,0.0,0.01,0.0,0.0,10.0,237,1.375003125,False,REGULAR,USD,put,-0.704802635093342,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00475000,2024-11-06 17:46:21+00:00,475.0,0.03,0.0,0.01,0.0,0.0,44.0,248,1.3125034374999998,False,REGULAR,USD,put,-0.8594764524234775,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00480000,2024-11-06 20:12:28+00:00,480.0,0.03,0.0,0.01,0.0,0.0,10.0,113,1.2812535937499998,False,REGULAR,USD,put,-0.4770251750145322,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00485000,2024-11-07 21:07:00+00:00,485.0,0.02,0.0,0.01,0.0,0.0,10.0,271,1.21875390625,False,REGULAR,USD,put,-1.1267830834521722,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00486000,2024-11-07 21:08:14+00:00,486.0,0.02,0.0,0.01,0.0,0.0,,310,1.1875040625,False,REGULAR,USD,put,-1.0676414814856034,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00487000,2024-11-06 17:44:52+00:00,487.0,0.04,0.0,0.01,0.0,0.0,,51,1.1875040625,False,REGULAR,USD,put,-0.19636326967389,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00488000,2024-11-07 19:33:49+00:00,488.0,0.02,0.0,0.01,0.0,0.0,170.0,203,1.1875040625,False,REGULAR,USD,put,-1.6034389360686856,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112P00489000,2024-11-07 14:51:52+00:00,489.0,0.02,0.0,0.01,0.0,0.0,,76,1.1875040625,False,REGULAR,USD,put,-0.3642849212502839,2024-11-14 14:15:00.610728,593.4451293945312,
